"FileName","SlideID","CourseID","TriggerType","Label","VoiceoverText"
"SLD-CC02-001-INTRO.mp3","SLD-CC02-001","CC02","INTRO","","Welcome to Module 2: Understanding Today's Porsche Customer. To communicate effectively, you first need to understand who you're communicating with. In this module, you'll learn about the unique characteristics of Porsche customers — their demographics, their motivations, and what they expect from their service experience."
"SLD-CC02-002-INTRO.mp3","SLD-CC02-002","CC02","INTRO","","In Module 1, you learned about your role as a Brand Ambassador. Now let's talk about the people you're serving — Porsche customers. Porsche customers are not like other automotive customers. They have the highest average household income of any automotive brand. They make purchasing decisions based on emotional connection, not just transportation needs. Many are enthusiasts with surprisingly deep technical knowledge. And they expect premium service experiences that match their premium vehicle purchase. To communicate effectively with them, you need to understand them. What actually motivates someone to buy a Porsche? What are they expecting when they bring their vehicle in for service? How should you adapt when talking to a first-time owner versus a longtime enthusiast? Which customer satisfaction metrics do you directly influence through your work and communication? Understanding your customer is the foundation. It allows you to adapt your communication style, anticipate their needs and concerns, and build the kind of trust that creates lasting loyalty to both you and the brand. Let's explore who these customers are and what makes them unique."
"SLD-CC02-003-INTRO.mp3","SLD-CC02-003","CC02","INTRO","","In this module, you'll develop a comprehensive understanding of the Porsche customer through five key learning objectives. First, you'll describe the demographic and psychographic profile of Porsche customers. Who are they? What defines them beyond just income level? Second, you'll understand why Porsche customers make purchasing decisions based on emotion and brand experience rather than purely practical considerations. This fundamentally changes how you communicate with them. Third, you'll identify what makes Porsche different from other premium brands. Understanding this helps you articulate value in conversations. Fourth, you'll recognize how customer satisfaction metrics connect directly to your daily work and communication. And finally, you'll determine which specific aspects of the customer experience you directly influence as a technician. By the end of this module, you'll understand not just who Porsche customers are, but what they expect and how your work impacts their satisfaction and loyalty."
"SLD-CC02-004-INTRO.mp3","SLD-CC02-004","CC02","INTRO","","Let's start with the most striking demographic fact about Porsche customers: they have the highest average household income of any automotive brand customers — over six hundred thirty thousand dollars annually. This is important, but not for the reason you might think. Yes, it means they have financial capacity. But look deeper at what this reveals. First, Porsche customers across all model lines have similar income levels. Whether they bought a Macan, a Cayenne, or a 911, the household income is remarkably consistent. This tells you they're buying the brand experience, not just choosing based on vehicle size or price point. Second, understand their financial perspective. Most people at this income level aren't working for a paycheck in the traditional sense. They're earning bonuses. An attorney who wins a major case. An advertising executive who lands a big account. A business owner who has a successful year. That's often when they reward themselves with a Porsche. This creates a specific mindset: at this income level, cost is less important than quality and experience. They're absolutely willing to pay for proper Porsche service and genuine parts — if they understand the value. They can afford to do things right. They just need you to help them understand why it matters. Here's what this means for your communication: Don't focus on cost. Focus on value. Emphasize quality, expertise, and proper service. Your explanations should highlight the engineering, the precision, the expertise — not justify the expense. They already understand that quality costs money. They want to know they're getting that quality."
"SLD-CC02-005-INTRO.mp3","SLD-CC02-005","CC02","INTRO","","Here's what separates Porsche from other automotive brands: Porsche customers make buying decisions based on emotion, with maybe only a little practicality. Ferry Porsche understood this from the beginning. He said, ""A Porsche is not just transportation; it is a complete engagement in everything good about transportation."" Yes, it gets you from point A to point B — but so does any car. The Porsche does it while providing a sensory experience beyond what you get from a normal vehicle. This is why people buy Porsche. Not for status, though ownership certainly elevates social status. Most buy for the brand experience itself. They buy for how the cars look and feel. How they perform on the road and handle on the track. How it makes them feel to drive one — or even just to know they own one. The emotional connection is real and measurable. For over ten years, Porsche has ranked number one in J.D. Power's customer appeal study. This measures how excited and attached owners become after purchasing their vehicle. That tells you something powerful: the emotional promise of the brand is actually delivered. Now, why does this matter to you as a technician? Because your customers didn't buy a Porsche to solve a transportation problem. They bought it for the experience and the emotion. When you're explaining service or repairs, connect your explanation to preserving that experience. Talk about performance. Emphasize precision and engineering excellence. Help them understand how proper maintenance protects what they love most about the car. This is completely different from how you'd explain service on a vehicle that's just appliance-level transportation. Porsche customers want to understand how your work maintains the experience they paid for."
"SLD-CC02-006-INTRO.mp3","SLD-CC02-006","CC02","INTRO","","Let's look at what truly makes Porsche different from every other automotive brand. There are four categories that matter when people consider premium vehicles: premium brand reputation, luxury features, variety of models, and sports car heritage and DNA. Click each category to see how Porsche fits."
"SLD-CC02-006-CLICK-Summary.mp3","SLD-CC02-006","CC02","CLICK","Summary","Some brands come close. Mercedes and BMW have premium reputation and luxury features, but they don't have pure sports car DNA. Ferrari and Lamborghini have sports car DNA and heritage, but they don't offer the variety of models — fewer SUVs, no sedans, no everyday vehicles. Here's what's unique: Porsche is the only automotive brand that fits all four categories simultaneously. Premium brand? Check. Luxury features? Check. Variety of models from sports cars to SUVs to electric vehicles? Check. And sports car heritage and DNA in every single model? Check. This is critical to understand: every Porsche is the sports car of its segment. Porsche doesn't build luxury sedans and SUVs with a sports car model added for marketability. Porsche builds sports cars. Some of them just happen to have four doors or SUV practicality. There is no substitute! When customers ask why they can't just service their Cayenne at a regular shop, or why Porsche service costs more, remember what they actually bought. They didn't buy a luxury SUV. They bought a sports car that happens to have SUV practicality. The engineering underneath requires sports car-level precision and expertise. Your communication should emphasize performance, precision, and sports car engineering requirements."
"SLD-CC02-007-INTRO.mp3","SLD-CC02-007","CC02","INTRO","","Let's talk about what drives Porsche as a brand, because understanding this helps you represent it. Porsche's philosophy is captured in three words: Driven by Dreams. The full statement is: ""We drive Porsche Passion by creating client experiences as exciting as the cars we build."" Notice that. Not just building exciting cars — creating exciting experiences. That includes your service interactions. This philosophy manifests through four brand principle pairs. These seem like opposites, but Porsche makes them work together. Click each pair to explore."
"SLD-CC02-007-CLICK-PioneeringTradition.mp3","SLD-CC02-007","CC02","CLICK","PioneeringTradition","Pioneering Spirit and Tradition. The 911 demonstrates this perfectly. It's evolved carefully over sixty years, respecting its heritage. Yet each generation contains the absolute latest in performance technology and engineering."
"SLD-CC02-007-CLICK-PerformanceSustainability.mp3","SLD-CC02-007","CC02","CLICK","PerformanceSustainability","Performance and Sustainability. The Taycan shows this. A fully electric vehicle with explosive performance. The Cayenne — SUV practicality with sports car capabilities. Sustainability doesn't mean compromise."
"SLD-CC02-007-CLICK-DesignFunction.mp3","SLD-CC02-007","CC02","CLICK","DesignFunction","Design and Function. Every curve on a 911 exists for a reason. Those pronounced front fenders? They help drivers identify the turn-in point and sense the vehicle's edges. Beautiful, yes. But functional first."
"SLD-CC02-007-CLICK-ExclusivityLikeability.mp3","SLD-CC02-007","CC02","CLICK","ExclusivityLikeability","Exclusivity and Likeability. Porsche vehicles are premium-priced with limited supply. Exclusive, certainly. But the brand welcomes everyone. Cars and Coffee events. Porsche Club. The brand creates community, not barriers."
"SLD-CC02-007-CLICK-ServiceApplication.mp3","SLD-CC02-007","CC02","CLICK","ServiceApplication","Now here's why this matters to your work: these principles should show up in your service interactions. Use the latest technology while respecting proven procedures. Maintain both performance and longevity. Let your technical precision reflect design and function. And provide premium expertise while remaining approachable. When you understand these brand principles, you can better articulate why Porsche service is different. You're not just fixing a car — you're preserving the experience these principles create."
"KC-CC02-001-INTRO.mp3","KC-CC02-001","CC02","INTRO","","Let's check your understanding. Select the best answer."
"KC-CC02-002-INTRO.mp3","KC-CC02-002","CC02","INTRO","","One more question. Select the best answer."
"SLD-CC02-008-INTRO.mp3","SLD-CC02-008","CC02","INTRO","","Now that you understand who Porsche customers are and why they bought their vehicles, let's talk about what they expect from service. The fundamental expectation is this: the service experience must match the purchase experience. If they had a premium experience buying the car, they expect a premium experience servicing it. So what does that actually mean? Quality above all else. They want the complete Porsche experience, not just vehicle repair. Quality products and quality service are non-negotiable. They're absolutely willing to pay for excellence — they just need to understand why it matters. Professional communication. They expect expert-level explanations from knowledgeable technicians. Clear, honest assessment. Transparency about what's needed and why it's needed. Thoroughness and attention to detail. Nothing overlooked. Nothing rushed. The same precision that built their car should be applied to servicing it. And the vehicle should be returned in pristine condition. Professional appearance and conduct. Your presentation matters. Clean, professional appearance. Respectful treatment of both the customer and their vehicle. Friendly, yet expert. And increasingly, they want direct access when needed. The ability to speak with you — the actual technician — when they have questions. They want technical depth that service advisors may not be able to provide. They want trust built through direct, expert communication. Hans Klauser, one of Porsche's earliest service managers, said it perfectly: ""Porsche service has to be different from that for a cheaper car. It must be different because a Porsche is different."" Every manufacturer does what they think is necessary to care for their customers. But Porsche's uniqueness — both the vehicles and the brand — means you must do more. Your customers have different expectations because they view their cars in a completely different light."
"SLD-CC02-009-INTRO.mp3","SLD-CC02-009","CC02","INTRO","","Not all Porsche customers come to you with the same level of knowledge. Understanding the difference between first-time owners and enthusiasts helps you adapt your communication effectively. First-time Porsche owners are learning what Porsche ownership means. They may not yet understand why Porsche has brand-specific requirements. They're excited, but they might also be uncertain. They're building their knowledge. What do they need from you? Patient, thorough explanations. Help them understand why Porsche is different from other brands. Educate them about brand-specific service requirements. Reassure them they've made a great choice. And welcome their questions without any judgment. Your communication approach: take time to explain the why behind your recommendations. Build their confidence in both the vehicle and your expertise. This is where you establish the foundation for a long-term relationship with a new Porsche owner. Now, enthusiast owners are different. They're deeply knowledgeable and passionate. Many understand significant technical details, but if they don't, they want to. They may have owned multiple Porsches. They're often actively engaged in the Porsche community — Porsche Club of America, track events, online forums. What do they need from you? Technical depth and precision. Respect for their knowledge. Gear-head to gear-head. Details about the latest technical bulletins or updates. Engagement at their level of understanding. Your communication approach with enthusiasts: use appropriate technical language. Provide engineering details and specifications. Discuss design philosophy and performance implications. Don't patronize them — they often know more than you might expect. Engage their passion and their knowledge. But here's what's important: both types of customers have something in common. Both expect exceptional service and expertise. Both want professional communication. Both want direct access to technical experts when they need it. Both want quality work. And both deserve respect and honest assessment. Whether you're talking to a first-time owner or a lifelong enthusiast, your standard stays the same: full expertise, professionalism, and respect for every customer."
"SLD-CC02-010-INTRO.mp3","SLD-CC02-010","CC02","INTRO","","Let's do a quick review of customer satisfaction metrics because understanding them helps you see where your work has the biggest impact. Customer satisfaction is measured across five dimensions. Service Initiation — how easy it is to schedule. Service Advisor — the quality of that relationship. Service Facility — the comfort and cleanliness. Vehicle Pick Up — the ease of that process. And Service Quality — the actual work performed and how it's communicated to the customer. You influence all of these to some degree. But your greatest impact is in Service Quality. At thirty-four percent, it's the largest single dimension in the entire satisfaction score. And look at what drives it. Thoroughness of your work. Condition of the vehicle when it's returned. Quality of communication in your updates and explanations. And total time required to complete the service. You directly control every one of these factors. Here's why this matters: Porsche consistently ranks at the top in customer satisfaction studies. Your technical excellence is part of why. Your communication quality is the other part. Every interaction you have, every update you provide, every explanation you give — all of it either strengthens that top ranking or weakens it. The metrics aren't abstract. They're a direct reflection of your daily work and communication. In the next screen, we'll look at specific issues that customers report, and how you can address many of them through better communication and customer education."
"SLD-CC02-011-INTRO.mp3","SLD-CC02-011","CC02","INTRO","","Let's look at real customer satisfaction data — specifically, the Initial Quality Study, or IQS. This measures problems customers experience during the first ninety days of ownership. Here's what's important: many IQS issues aren't actually defects. They're design issues — features that work exactly as designed, but customers find them difficult to use or understand. And here's the opportunity: you can prevent many of these complaints through customer education. Click on each issue to see the type of problem and how you can help."
